,height,weight,day,lastDayEmptied,trashDayTarget
5257,80,73,wed,tues,wed
5258,0,0,wed,wed,thur
5259,3,1,wed,wed,thur
5260,5,3,wed,wed,thur
5261,6,5,wed,wed,thur
5262,8,9,wed,wed,thur
5263,12,13,wed,wed,thur
5264,16,14,wed,wed,thur
5265,19,16,wed,wed,thur
5266,22,20,wed,wed,thur
5267,25,22,wed,wed,thur
5268,27,24,wed,wed,thur
5269,29,27,thur,wed,thur
5270,32,31,thur,wed,thur
5271,35,35,thur,wed,thur
5272,37,38,thur,wed,thur
5273,38,41,thur,wed,thur
5274,39,44,thur,wed,thur
5275,42,45,thur,wed,thur
5276,46,48,thur,wed,thur
5277,49,51,thur,wed,thur
5278,51,53,thur,wed,thur
5279,54,54,thur,wed,thur
5280,58,55,thur,wed,thur
5281,59,58,thur,wed,thur
5282,63,61,thur,wed,thur
5283,64,63,thur,wed,thur
5284,65,67,thur,wed,thur
5285,69,71,thur,wed,thur
5286,73,74,thur,wed,thur
5287,74,78,thur,wed,thur
5288,78,82,thur,wed,thur
5289,0,0,thur,thur,sun
5290,3,3,thur,thur,sun
5291,7,7,thur,thur,sun
5292,8,9,thur,thur,sun
5293,11,11,thur,thur,sun
5294,15,14,thur,thur,sun
5295,18,18,fri,thur,sun
5296,22,22,sun,thur,sun
5297,26,25,sun,thur,sun
5298,30,28,sun,thur,sun
5299,33,30,sun,thur,sun
5300,36,34,sun,thur,sun
5301,39,36,sun,thur,sun
5302,40,39,sun,thur,sun
5303,41,40,sun,thur,sun
5304,43,42,sun,thur,sun
5305,45,46,sun,thur,sun
5306,46,50,sun,thur,sun
5307,48,52,sun,thur,sun
5308,51,56,sun,thur,sun
5309,54,57,sun,thur,sun
5310,56,58,sun,thur,sun
5311,58,61,sun,thur,sun
5312,61,64,sun,thur,sun
5313,62,67,sun,thur,sun
5314,63,70,sun,thur,sun
5315,66,73,sun,thur,sun
5316,68,77,sun,thur,sun
5317,69,81,sun,thur,sun
5318,0,0,sun,sun,thur
5319,2,4,sun,sun,thur
5320,4,7,sun,sun,thur
5321,6,8,sun,sun,thur
5322,8,11,mon,sun,thur
5323,10,12,mon,sun,thur
5324,11,15,tues,sun,thur
5325,12,17,tues,sun,thur
5326,13,21,tues,sun,thur
5327,16,22,tues,sun,thur
5328,18,26,tues,sun,thur
5329,19,30,tues,sun,thur
5330,22,31,tues,sun,thur
5331,26,33,tues,sun,thur
5332,30,35,tues,sun,thur
5333,33,36,wed,sun,thur
5334,36,40,wed,sun,thur
5335,38,42,wed,sun,thur
5336,39,43,wed,sun,thur
5337,42,47,wed,sun,thur
5338,43,48,wed,sun,thur
5339,44,50,wed,sun,thur
5340,48,54,wed,sun,thur
5341,50,58,wed,sun,thur
5342,51,59,wed,sun,thur
5343,53,62,wed,sun,thur
5344,55,63,wed,sun,thur
5345,59,64,wed,sun,thur
5346,61,68,wed,sun,thur
5347,63,69,wed,sun,thur
5348,66,73,thur,sun,thur
5349,68,74,thur,sun,thur
5350,72,75,thur,sun,thur
5351,75,77,thur,sun,thur
5352,76,81,thur,sun,thur
5353,0,0,thur,thur,sun
5354,1,4,thur,thur,sun
5355,5,8,thur,thur,sun
5356,8,11,thur,thur,sun
5357,10,15,thur,thur,sun
5358,13,19,thur,thur,sun
5359,14,21,thur,thur,sun
5360,15,22,thur,thur,sun
5361,19,25,thur,thur,sun
5362,23,29,thur,thur,sun
5363,24,33,thur,thur,sun
5364,28,37,thur,thur,sun
5365,30,39,thur,thur,sun
5366,32,41,thur,thur,sun
5367,35,44,thur,thur,sun
5368,38,47,thur,thur,sun
5369,42,51,thur,thur,sun
5370,44,54,thur,thur,sun
5371,45,56,thur,thur,sun
5372,49,59,thur,thur,sun
5373,53,63,thur,thur,sun
5374,54,65,thur,thur,sun
5375,57,68,fri,thur,sun
5376,58,72,sun,thur,sun
5377,60,73,sun,thur,sun
5378,64,77,sun,thur,sun
5379,66,81,sun,thur,sun
5380,0,0,sun,sun,wed
5381,3,3,sun,sun,wed
5382,4,7,sun,sun,wed
5383,5,10,sun,sun,wed
5384,9,12,mon,sun,wed
5385,12,13,mon,sun,wed
5386,16,16,mon,sun,wed
5387,17,20,mon,sun,wed
5388,20,22,mon,sun,wed
5389,22,24,mon,sun,wed
5390,25,26,tues,sun,wed
5391,27,27,tues,sun,wed
5392,28,31,tues,sun,wed
5393,30,33,tues,sun,wed
5394,34,34,tues,sun,wed
5395,37,38,tues,sun,wed
5396,39,41,tues,sun,wed
5397,40,44,tues,sun,wed
5398,41,48,tues,sun,wed
5399,44,51,tues,sun,wed
5400,46,55,tues,sun,wed
5401,47,58,tues,sun,wed
5402,48,62,tues,sun,wed
5403,50,64,tues,sun,wed
5404,53,67,tues,sun,wed
5405,56,71,tues,sun,wed
5406,59,75,tues,sun,wed
5407,63,78,tues,sun,wed
5408,66,82,wed,sun,wed
5409,0,0,wed,wed,thur
5410,4,1,wed,wed,thur
5411,5,2,wed,wed,thur
5412,7,4,wed,wed,thur
5413,10,7,wed,wed,thur
5414,13,10,wed,wed,thur
5415,15,12,wed,wed,thur
5416,17,16,wed,wed,thur
5417,21,19,wed,wed,thur
5418,22,21,wed,wed,thur
5419,25,23,wed,wed,thur
5420,28,26,wed,wed,thur
5421,31,27,wed,wed,thur
5422,35,28,wed,wed,thur
5423,38,32,wed,wed,thur
5424,40,33,wed,wed,thur
5425,41,34,wed,wed,thur
5426,42,36,wed,wed,thur
5427,43,39,wed,wed,thur
5428,44,41,wed,wed,thur
5429,47,44,wed,wed,thur
5430,48,46,wed,wed,thur
5431,50,50,wed,wed,thur
5432,54,51,wed,wed,thur
5433,55,53,wed,wed,thur
5434,58,56,wed,wed,thur
5435,59,57,wed,wed,thur
5436,62,61,thur,wed,thur
5437,64,62,thur,wed,thur
5438,68,65,thur,wed,thur
5439,70,69,thur,wed,thur
5440,72,72,thur,wed,thur
5441,76,75,thur,wed,thur
5442,77,77,thur,wed,thur
5443,78,80,thur,wed,thur
5444,0,0,thur,thur,mon
5445,1,3,thur,thur,mon
5446,4,7,thur,thur,mon
5447,6,8,fri,thur,mon
5448,8,11,fri,thur,mon
5449,10,12,fri,thur,mon
5450,12,16,sun,thur,mon
5451,15,20,mon,thur,mon
5452,19,24,mon,thur,mon
5453,21,27,mon,thur,mon
5454,25,30,mon,thur,mon
5455,29,31,mon,thur,mon
5456,31,35,mon,thur,mon
5457,34,37,mon,thur,mon
5458,38,39,mon,thur,mon
5459,41,41,mon,thur,mon
5460,44,43,mon,thur,mon
5461,48,47,mon,thur,mon
5462,52,51,mon,thur,mon
5463,53,52,mon,thur,mon
5464,57,53,mon,thur,mon
5465,61,57,mon,thur,mon
5466,65,60,mon,thur,mon
5467,67,63,mon,thur,mon
5468,70,65,mon,thur,mon
5469,74,68,mon,thur,mon
5470,77,72,mon,thur,mon
5471,78,73,mon,thur,mon
5472,81,77,mon,thur,mon
5473,0,0,mon,mon,wed
5474,4,1,mon,mon,wed
5475,6,5,mon,mon,wed
5476,7,9,tues,mon,wed
5477,11,13,tues,mon,wed
5478,14,16,tues,mon,wed
5479,18,18,tues,mon,wed
5480,19,19,tues,mon,wed
5481,22,20,tues,mon,wed
5482,23,21,tues,mon,wed
5483,27,25,tues,mon,wed
5484,31,27,tues,mon,wed
5485,32,30,tues,mon,wed
5486,34,33,tues,mon,wed
5487,36,36,tues,mon,wed
5488,38,38,tues,mon,wed
5489,42,41,tues,mon,wed
5490,45,42,tues,mon,wed
5491,49,43,tues,mon,wed
5492,50,44,tues,mon,wed
5493,51,47,wed,mon,wed
5494,55,48,wed,mon,wed
5495,59,50,wed,mon,wed
5496,61,51,wed,mon,wed
5497,62,54,wed,mon,wed
5498,65,57,wed,mon,wed
5499,68,61,wed,mon,wed
5500,72,62,wed,mon,wed
5501,75,64,wed,mon,wed
5502,76,68,wed,mon,wed
5503,79,69,wed,mon,wed
5504,83,70,wed,mon,wed
5505,0,0,wed,wed,fri
5506,4,2,wed,wed,fri
5507,8,6,wed,wed,fri
5508,9,7,wed,wed,fri
5509,11,9,wed,wed,fri
5510,15,10,wed,wed,fri
5511,16,13,wed,wed,fri
5512,17,15,wed,wed,fri
5513,19,17,thur,wed,fri
5514,23,21,thur,wed,fri
5515,25,25,fri,wed,fri
5516,29,27,fri,wed,fri
5517,32,28,fri,wed,fri
5518,36,32,fri,wed,fri
5519,39,35,fri,wed,fri
5520,40,39,fri,wed,fri
5521,41,43,fri,wed,fri
5522,44,47,fri,wed,fri
5523,45,49,fri,wed,fri
5524,48,50,fri,wed,fri
5525,49,54,fri,wed,fri
5526,50,55,fri,wed,fri
5527,54,57,fri,wed,fri
5528,56,59,fri,wed,fri
5529,60,61,fri,wed,fri
5530,63,62,fri,wed,fri
5531,65,66,fri,wed,fri
5532,67,67,fri,wed,fri
5533,69,69,fri,wed,fri
5534,70,70,fri,wed,fri
5535,74,74,fri,wed,fri
5536,77,76,fri,wed,fri
5537,81,78,fri,wed,fri
5538,0,0,fri,fri,mon
5539,2,1,fri,fri,mon
5540,6,3,fri,fri,mon
5541,10,4,fri,fri,mon
5542,13,6,fri,fri,mon
5543,14,9,fri,fri,mon
5544,18,12,fri,fri,mon
5545,20,16,sun,fri,mon
5546,24,20,sun,fri,mon
5547,28,23,sun,fri,mon
5548,31,25,sun,fri,mon
5549,32,27,sun,fri,mon
5550,35,29,sun,fri,mon
5551,38,32,sun,fri,mon
5552,39,36,sun,fri,mon
5553,40,38,sun,fri,mon
5554,44,42,sun,fri,mon
5555,45,46,sun,fri,mon
5556,46,48,sun,fri,mon
5557,47,49,sun,fri,mon
5558,48,52,sun,fri,mon
5559,49,54,sun,fri,mon
5560,50,57,mon,fri,mon
5561,53,60,mon,fri,mon
5562,55,64,mon,fri,mon
5563,58,68,mon,fri,mon
5564,60,70,mon,fri,mon
5565,61,74,mon,fri,mon
5566,64,78,mon,fri,mon
5567,65,79,mon,fri,mon
5568,69,83,mon,fri,mon
5569,0,0,mon,mon,thur
5570,2,3,mon,mon,thur
5571,4,5,tues,mon,thur
5572,8,9,tues,mon,thur
5573,9,12,tues,mon,thur
5574,12,13,wed,mon,thur
5575,13,17,wed,mon,thur
5576,14,19,wed,mon,thur
5577,17,20,wed,mon,thur
5578,19,24,wed,mon,thur
5579,23,26,wed,mon,thur
5580,27,30,wed,mon,thur
5581,30,34,thur,mon,thur
5582,33,37,thur,mon,thur
5583,37,40,thur,mon,thur
5584,38,41,thur,mon,thur
5585,40,42,thur,mon,thur
5586,41,44,thur,mon,thur
5587,44,47,thur,mon,thur
5588,46,51,thur,mon,thur
5589,50,54,thur,mon,thur
5590,52,57,thur,mon,thur
5591,53,58,thur,mon,thur
5592,54,59,thur,mon,thur
5593,58,62,thur,mon,thur
5594,60,64,thur,mon,thur
5595,64,66,thur,mon,thur
5596,68,67,thur,mon,thur
5597,70,68,thur,mon,thur
5598,71,72,thur,mon,thur
5599,74,76,thur,mon,thur
5600,77,80,thur,mon,thur
5601,0,0,thur,thur,sun
5602,2,1,thur,thur,sun
5603,3,4,thur,thur,sun
5604,4,7,thur,thur,sun
5605,5,8,thur,thur,sun
5606,9,12,thur,thur,sun
5607,12,13,thur,thur,sun
5608,14,14,thur,thur,sun
5609,16,17,thur,thur,sun
5610,20,21,thur,thur,sun
5611,22,23,fri,thur,sun
5612,23,27,fri,thur,sun
5613,26,28,fri,thur,sun
5614,30,29,fri,thur,sun
5615,31,30,fri,thur,sun
5616,34,34,fri,thur,sun
5617,35,35,fri,thur,sun
5618,36,38,fri,thur,sun
5619,40,39,fri,thur,sun
5620,42,40,fri,thur,sun
5621,44,44,fri,thur,sun
5622,47,48,fri,thur,sun
5623,49,50,fri,thur,sun
5624,50,54,fri,thur,sun
5625,54,57,fri,thur,sun
5626,56,59,fri,thur,sun
5627,57,63,fri,thur,sun
5628,60,66,fri,thur,sun
5629,61,70,fri,thur,sun
5630,65,72,fri,thur,sun
5631,68,74,sun,thur,sun
5632,69,75,sun,thur,sun
5633,70,77,sun,thur,sun
5634,71,81,sun,thur,sun
5635,0,0,sun,sun,mon
5636,4,3,sun,sun,mon
5637,6,5,sun,sun,mon
5638,10,9,sun,sun,mon
5639,11,12,sun,sun,mon
5640,14,16,sun,sun,mon
5641,17,18,mon,sun,mon
5642,18,22,mon,sun,mon
5643,21,24,mon,sun,mon
5644,23,27,mon,sun,mon
5645,24,30,mon,sun,mon
5646,25,31,mon,sun,mon
5647,27,33,mon,sun,mon
5648,28,36,mon,sun,mon
5649,30,37,mon,sun,mon
5650,31,40,mon,sun,mon
5651,34,44,mon,sun,mon
5652,35,48,mon,sun,mon
5653,36,49,mon,sun,mon
5654,38,50,mon,sun,mon
5655,39,54,mon,sun,mon
5656,42,58,mon,sun,mon
5657,45,62,mon,sun,mon
5658,47,66,mon,sun,mon
5659,51,67,mon,sun,mon
5660,54,71,mon,sun,mon
5661,55,74,mon,sun,mon
5662,57,77,mon,sun,mon
5663,59,80,mon,sun,mon
5664,0,0,mon,mon,thur
5665,2,3,mon,mon,thur
5666,3,5,mon,mon,thur
5667,6,9,mon,mon,thur
5668,8,11,mon,mon,thur
5669,9,13,mon,mon,thur
5670,12,16,tues,mon,thur
5671,14,19,tues,mon,thur
5672,18,20,tues,mon,thur
5673,21,22,tues,mon,thur
5674,25,23,tues,mon,thur
5675,28,26,wed,mon,thur
5676,32,30,wed,mon,thur
5677,33,32,wed,mon,thur
5678,36,35,wed,mon,thur
5679,39,36,wed,mon,thur
5680,43,37,wed,mon,thur
5681,45,40,wed,mon,thur
5682,48,44,wed,mon,thur
5683,51,46,wed,mon,thur
5684,55,50,wed,mon,thur
5685,57,51,wed,mon,thur
5686,58,54,wed,mon,thur
5687,60,57,wed,mon,thur
5688,62,58,wed,mon,thur
5689,63,59,wed,mon,thur
5690,67,63,wed,mon,thur
5691,70,64,wed,mon,thur
5692,72,67,wed,mon,thur
5693,74,70,wed,mon,thur
5694,75,71,wed,mon,thur
5695,76,75,wed,mon,thur
5696,80,77,wed,mon,thur
5697,0,0,thur,thur,sun
5698,3,2,thur,thur,sun
5699,6,5,thur,thur,sun
5700,7,6,thur,thur,sun
5701,8,10,thur,thur,sun
5702,9,13,thur,thur,sun
5703,11,17,thur,thur,sun
5704,14,20,thur,thur,sun
5705,16,23,thur,thur,sun
5706,19,27,fri,thur,sun
5707,21,28,fri,thur,sun
5708,22,29,fri,thur,sun
5709,25,31,fri,thur,sun
5710,27,32,fri,thur,sun
5711,29,35,fri,thur,sun
5712,31,37,fri,thur,sun
5713,32,41,fri,thur,sun
5714,36,44,fri,thur,sun
5715,39,46,fri,thur,sun
5716,42,47,fri,thur,sun
5717,44,51,fri,thur,sun
5718,48,55,fri,thur,sun
5719,50,57,fri,thur,sun
5720,54,61,fri,thur,sun
5721,55,62,sun,thur,sun
5722,56,63,sun,thur,sun
5723,58,67,sun,thur,sun
5724,62,71,sun,thur,sun
5725,64,74,sun,thur,sun
5726,67,77,sun,thur,sun
5727,68,80,sun,thur,sun
5728,0,0,sun,sun,mon
5729,2,1,sun,sun,mon
5730,4,2,sun,sun,mon
5731,6,3,sun,sun,mon
5732,9,7,sun,sun,mon
5733,10,9,sun,sun,mon
5734,11,13,sun,sun,mon
5735,14,16,sun,sun,mon
5736,17,20,sun,sun,mon
5737,19,23,sun,sun,mon
5738,20,27,sun,sun,mon
5739,24,30,sun,sun,mon
5740,27,34,sun,sun,mon
5741,29,35,sun,sun,mon
5742,31,38,sun,sun,mon
5743,35,39,mon,sun,mon
5744,36,40,mon,sun,mon
5745,38,44,mon,sun,mon
5746,41,47,mon,sun,mon
5747,43,50,mon,sun,mon
5748,45,51,mon,sun,mon
5749,49,54,mon,sun,mon
5750,52,57,mon,sun,mon
5751,56,61,mon,sun,mon
5752,58,65,mon,sun,mon
5753,60,69,mon,sun,mon
5754,61,71,mon,sun,mon
5755,63,74,mon,sun,mon
5756,65,76,mon,sun,mon
5757,66,77,mon,sun,mon
5758,70,78,mon,sun,mon
5759,71,81,mon,sun,mon
5760,0,0,mon,mon,thur
5761,3,3,mon,mon,thur
5762,5,5,mon,mon,thur
5763,7,7,mon,mon,thur
5764,9,9,mon,mon,thur
5765,13,13,tues,mon,thur
5766,17,15,tues,mon,thur
5767,19,17,tues,mon,thur
5768,22,21,tues,mon,thur
5769,25,23,tues,mon,thur
5770,28,24,tues,mon,thur
5771,32,26,tues,mon,thur
5772,34,29,tues,mon,thur
5773,36,31,tues,mon,thur
5774,40,34,tues,mon,thur
5775,44,37,tues,mon,thur
5776,46,38,tues,mon,thur
5777,47,42,wed,mon,thur
5778,49,46,wed,mon,thur
5779,51,50,wed,mon,thur
5780,52,51,wed,mon,thur
5781,56,53,wed,mon,thur
5782,59,54,wed,mon,thur
5783,61,58,wed,mon,thur
5784,64,62,thur,mon,thur
5785,68,63,thur,mon,thur
5786,69,65,thur,mon,thur
5787,72,66,thur,mon,thur
5788,76,68,thur,mon,thur
5789,80,72,thur,mon,thur
5790,0,0,thur,thur,sun
5791,2,3,thur,thur,sun
5792,5,6,thur,thur,sun
5793,6,9,thur,thur,sun
5794,8,10,thur,thur,sun
5795,11,12,thur,thur,sun
5796,12,15,thur,thur,sun
5797,15,18,fri,thur,sun
5798,19,21,fri,thur,sun
5799,22,23,fri,thur,sun
5800,26,26,fri,thur,sun
5801,30,27,fri,thur,sun
5802,32,31,sun,thur,sun
5803,33,33,sun,thur,sun
5804,36,37,sun,thur,sun
5805,40,41,sun,thur,sun
5806,42,42,sun,thur,sun
5807,46,46,sun,thur,sun
5808,48,49,sun,thur,sun
5809,49,52,sun,thur,sun
5810,51,53,sun,thur,sun
5811,53,55,sun,thur,sun
5812,57,56,sun,thur,sun
5813,59,60,sun,thur,sun
5814,61,64,sun,thur,sun
5815,63,67,sun,thur,sun
5816,66,69,sun,thur,sun
5817,69,71,sun,thur,sun
5818,72,72,sun,thur,sun
5819,76,76,sun,thur,sun
5820,79,78,sun,thur,sun
5821,80,81,sun,thur,sun
5822,0,0,sun,sun,thur
5823,1,2,sun,sun,thur
5824,4,6,mon,sun,thur
5825,7,9,mon,sun,thur
5826,8,12,mon,sun,thur
5827,11,13,mon,sun,thur
5828,15,15,tues,sun,thur
5829,17,16,tues,sun,thur
5830,21,19,tues,sun,thur
5831,24,21,tues,sun,thur
5832,26,24,tues,sun,thur
5833,28,27,tues,sun,thur
5834,31,31,tues,sun,thur
5835,32,32,tues,sun,thur
5836,33,34,tues,sun,thur
5837,35,37,tues,sun,thur
5838,38,39,tues,sun,thur
5839,40,40,tues,sun,thur
5840,44,44,tues,sun,thur
5841,48,46,tues,sun,thur
5842,51,49,tues,sun,thur
5843,54,52,tues,sun,thur
5844,56,53,tues,sun,thur
5845,60,54,tues,sun,thur
5846,64,58,tues,sun,thur
5847,65,61,tues,sun,thur
5848,67,62,tues,sun,thur
5849,70,63,tues,sun,thur
5850,72,65,tues,sun,thur
5851,75,69,tues,sun,thur
5852,78,71,tues,sun,thur
5853,79,75,wed,sun,thur
5854,83,76,thur,sun,thur
5855,0,0,thur,thur,fri
5856,3,2,thur,thur,fri
5857,7,3,thur,thur,fri
5858,11,4,thur,thur,fri
5859,12,5,thur,thur,fri
5860,15,8,thur,thur,fri
5861,19,9,thur,thur,fri
5862,23,13,fri,thur,fri
5863,26,16,fri,thur,fri
5864,27,20,fri,thur,fri
5865,30,24,fri,thur,fri
5866,32,25,fri,thur,fri
5867,34,29,fri,thur,fri
5868,35,33,fri,thur,fri
5869,38,34,fri,thur,fri
5870,40,36,fri,thur,fri
5871,44,40,fri,thur,fri
5872,47,44,fri,thur,fri
5873,50,45,fri,thur,fri
5874,53,48,fri,thur,fri
5875,56,50,fri,thur,fri
5876,57,53,fri,thur,fri
5877,58,57,fri,thur,fri
5878,60,61,fri,thur,fri
5879,61,64,fri,thur,fri
5880,65,67,fri,thur,fri
5881,67,71,fri,thur,fri
5882,68,72,fri,thur,fri
5883,71,74,fri,thur,fri
5884,72,78,fri,thur,fri
5885,75,80,fri,thur,fri
5886,0,0,fri,fri,tues
5887,1,2,sun,fri,tues
5888,3,5,sun,fri,tues
5889,6,7,sun,fri,tues
5890,8,11,sun,fri,tues
5891,11,14,sun,fri,tues
5892,12,16,sun,fri,tues
5893,13,17,sun,fri,tues
5894,14,21,sun,fri,tues
5895,16,24,sun,fri,tues
5896,20,26,sun,fri,tues
5897,24,29,sun,fri,tues
5898,25,30,sun,fri,tues
5899,29,31,sun,fri,tues
5900,31,34,mon,fri,tues
5901,33,38,mon,fri,tues
5902,35,39,mon,fri,tues
5903,37,43,mon,fri,tues
5904,39,44,mon,fri,tues
5905,43,46,mon,fri,tues
5906,44,48,mon,fri,tues
5907,46,49,mon,fri,tues
5908,47,52,mon,fri,tues
5909,49,54,mon,fri,tues
5910,52,57,mon,fri,tues
5911,54,58,mon,fri,tues
5912,55,59,mon,fri,tues
5913,59,61,mon,fri,tues
5914,61,62,mon,fri,tues
5915,64,64,mon,fri,tues
5916,68,67,mon,fri,tues
5917,69,68,tues,fri,tues
5918,72,70,tues,fri,tues
5919,76,74,tues,fri,tues
5920,78,77,tues,fri,tues
5921,79,81,tues,fri,tues
5922,0,0,tues,tues,wed
5923,3,4,tues,tues,wed
5924,7,8,tues,tues,wed
5925,9,12,tues,tues,wed
5926,10,14,tues,tues,wed
5927,14,16,tues,tues,wed
5928,18,18,tues,tues,wed
5929,22,21,tues,tues,wed
5930,25,23,tues,tues,wed
5931,27,26,tues,tues,wed
5932,30,30,tues,tues,wed
5933,32,33,tues,tues,wed
5934,35,36,tues,tues,wed
5935,37,38,tues,tues,wed
5936,39,40,tues,tues,wed
5937,41,43,tues,tues,wed
5938,44,46,tues,tues,wed
5939,46,49,wed,tues,wed
5940,48,50,wed,tues,wed
5941,51,54,wed,tues,wed
5942,54,55,wed,tues,wed
5943,55,59,wed,tues,wed
5944,59,61,wed,tues,wed
5945,61,62,wed,tues,wed
5946,64,66,wed,tues,wed
5947,67,67,wed,tues,wed
5948,70,71,wed,tues,wed
5949,71,74,wed,tues,wed
5950,73,76,wed,tues,wed
5951,75,78,wed,tues,wed
5952,76,80,wed,tues,wed
5953,0,0,wed,wed,fri
5954,2,1,wed,wed,fri
5955,6,4,wed,wed,fri
5956,9,5,wed,wed,fri
5957,13,9,wed,wed,fri
5958,17,12,wed,wed,fri
5959,18,14,wed,wed,fri
5960,22,17,wed,wed,fri
5961,25,21,wed,wed,fri
5962,29,25,wed,wed,fri
5963,32,26,wed,wed,fri
5964,34,28,wed,wed,fri
5965,38,30,wed,wed,fri
5966,40,33,wed,wed,fri
5967,41,34,wed,wed,fri
5968,45,36,thur,wed,fri
5969,48,39,thur,wed,fri
5970,52,41,thur,wed,fri
5971,53,44,thur,wed,fri
5972,56,47,thur,wed,fri
5973,60,50,thur,wed,fri
5974,62,53,thur,wed,fri
5975,63,57,thur,wed,fri
5976,64,61,thur,wed,fri
5977,66,64,thur,wed,fri
5978,68,66,fri,wed,fri
5979,71,68,fri,wed,fri
5980,74,70,fri,wed,fri
5981,77,72,fri,wed,fri
5982,80,74,fri,wed,fri
5983,0,0,fri,fri,mon
5984,3,2,fri,fri,mon
5985,5,4,fri,fri,mon
5986,8,6,fri,fri,mon
5987,11,8,fri,fri,mon
5988,13,12,fri,fri,mon
5989,16,14,fri,fri,mon
5990,18,17,sun,fri,mon
5991,21,20,sun,fri,mon
5992,25,22,sun,fri,mon
5993,26,25,sun,fri,mon
5994,28,29,sun,fri,mon
5995,32,32,sun,fri,mon
5996,36,33,sun,fri,mon
5997,40,35,sun,fri,mon
5998,42,38,sun,fri,mon
5999,43,42,sun,fri,mon
6000,46,45,sun,fri,mon
6001,50,47,sun,fri,mon
6002,51,49,sun,fri,mon
6003,55,52,mon,fri,mon
6004,57,55,mon,fri,mon
6005,61,58,mon,fri,mon
6006,62,60,mon,fri,mon
6007,65,63,mon,fri,mon
6008,66,66,mon,fri,mon
6009,70,67,mon,fri,mon
6010,72,71,mon,fri,mon
6011,75,72,mon,fri,mon
6012,79,73,mon,fri,mon
6013,83,74,mon,fri,mon
6014,0,0,mon,mon,wed
6015,2,3,mon,mon,wed
6016,3,5,tues,mon,wed
6017,4,6,tues,mon,wed
6018,7,9,tues,mon,wed
6019,11,13,tues,mon,wed
6020,13,15,tues,mon,wed
6021,14,17,tues,mon,wed
6022,18,18,tues,mon,wed
6023,21,22,tues,mon,wed
6024,24,26,tues,mon,wed
6025,26,27,tues,mon,wed
6026,28,28,tues,mon,wed
6027,30,30,tues,mon,wed
6028,34,33,tues,mon,wed
6029,37,37,tues,mon,wed
6030,41,38,tues,mon,wed
6031,42,39,tues,mon,wed
6032,45,42,tues,mon,wed
6033,47,46,tues,mon,wed
6034,49,48,tues,mon,wed
6035,50,52,tues,mon,wed
6036,53,53,tues,mon,wed
6037,54,56,wed,mon,wed
6038,57,59,wed,mon,wed
6039,58,62,wed,mon,wed
6040,61,65,wed,mon,wed
6041,63,66,wed,mon,wed
6042,64,67,wed,mon,wed
6043,68,68,wed,mon,wed
6044,71,72,wed,mon,wed
6045,75,74,wed,mon,wed
6046,78,77,wed,mon,wed
6047,81,81,wed,mon,wed
6048,0,0,wed,wed,fri
6049,4,3,wed,wed,fri
6050,5,6,wed,wed,fri
6051,7,9,wed,wed,fri
6052,10,12,wed,wed,fri
6053,13,16,wed,wed,fri
6054,17,17,wed,wed,fri
6055,20,21,wed,wed,fri
6056,21,25,wed,wed,fri
6057,22,29,wed,wed,fri
6058,26,31,wed,wed,fri
6059,28,33,wed,wed,fri
6060,31,35,wed,wed,fri
6061,34,39,wed,wed,fri
6062,38,40,wed,wed,fri
6063,39,44,wed,wed,fri
6064,42,45,wed,wed,fri
6065,44,46,wed,wed,fri
6066,48,50,thur,wed,fri
6067,50,53,thur,wed,fri
6068,52,54,thur,wed,fri
6069,55,56,thur,wed,fri
6070,56,57,thur,wed,fri
6071,59,58,fri,wed,fri
6072,62,62,fri,wed,fri
6073,64,63,fri,wed,fri
6074,67,67,fri,wed,fri
6075,69,70,fri,wed,fri
6076,71,73,fri,wed,fri
6077,75,74,fri,wed,fri
6078,79,76,fri,wed,fri
6079,83,78,fri,wed,fri
6080,0,0,fri,fri,mon
6081,4,1,fri,fri,mon
6082,6,5,sun,fri,mon
6083,10,6,sun,fri,mon
6084,14,9,sun,fri,mon
6085,16,13,sun,fri,mon
6086,20,17,sun,fri,mon
6087,24,21,sun,fri,mon
6088,25,24,sun,fri,mon
6089,28,27,sun,fri,mon
6090,31,28,sun,fri,mon
6091,35,30,sun,fri,mon
6092,36,32,sun,fri,mon
6093,38,34,sun,fri,mon
6094,41,38,sun,fri,mon
6095,43,42,sun,fri,mon
6096,46,46,sun,fri,mon
6097,50,50,sun,fri,mon
6098,51,52,sun,fri,mon
6099,54,56,mon,fri,mon
6100,58,60,mon,fri,mon
6101,59,63,mon,fri,mon
6102,61,65,mon,fri,mon
6103,64,67,mon,fri,mon
6104,66,70,mon,fri,mon
6105,70,71,mon,fri,mon
6106,71,74,mon,fri,mon
6107,75,76,mon,fri,mon
6108,76,77,mon,fri,mon
6109,78,79,mon,fri,mon
6110,79,81,mon,fri,mon
6111,0,0,mon,mon,wed
6112,2,4,mon,mon,wed
6113,4,5,mon,mon,wed
6114,8,8,mon,mon,wed
6115,12,10,mon,mon,wed
6116,14,14,mon,mon,wed
6117,18,16,mon,mon,wed
6118,21,19,mon,mon,wed
6119,23,20,tues,mon,wed
6120,24,24,tues,mon,wed
6121,26,26,wed,mon,wed
6122,27,28,wed,mon,wed
6123,28,32,wed,mon,wed
6124,29,35,wed,mon,wed
6125,30,36,wed,mon,wed
6126,33,38,wed,mon,wed
6127,36,41,wed,mon,wed
6128,39,42,wed,mon,wed
6129,43,44,wed,mon,wed
